,index,ExecutionTime,ExecutionTimeUTC,ISIN,PublicationTime,PublicationTimeUTC,CCY,Venueofexecution(MICCode),Venueofpublication(MICCode),Pricenotation,Transactiontobecleared,MMTFlags,TransactionIDCode,Price,Volume,Buyer,Seller,Tradetype
19,5873,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004317,670.4,27,,,
20,5872,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004318,670.4,272,,,
21,5871,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004319,670.4,40,,,
22,5870,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004320,670.4,40,,,
23,5869,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004321,670.4,32,,,
24,5868,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004322,670.4,8,,,
25,5867,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004323,670.4,32,,,
26,5866,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004324,670.4,21,,,
27,5865,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004325,670.4,1,,,
28,5864,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004326,670.4,2,,,
29,5863,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004327,670.4,172,,,
30,5862,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004328,670.4,47,,,
31,5861,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004329,670.4,13,,,
32,5860,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004330,670.4,66,,,
33,5859,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004331,670.4,66,,,
34,5858,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004332,670.4,66,,,
35,5857,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004333,670.4,65,,,
36,5856,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004334,670.4,131,,,
37,5855,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004335,670.4,131,,,
38,5854,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004336,670.4,11,,,
39,5853,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004337,670.4,120,,,
40,5852,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004338,670.4,37,,,
41,5851,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004339,670.4,94,,,
42,5850,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004340,670.4,131,,,
43,5849,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004341,670.4,27,,,
44,5848,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004342,670.4,2,,,
45,5847,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004343,670.4,248,,,
46,5846,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004344,670.4,131,,,
47,5845,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004345,670.4,853,,,
48,5844,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004346,670.4,468,,,
49,5843,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004347,670.4,1,,,
50,5842,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004348,670.4,3,,,
51,5841,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004349,670.4,30,,,
52,5840,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004350,670.4,97,,,
53,5839,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004351,670.4,30,,,
54,5838,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004352,670.4,76,,,
55,5837,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004353,670.4,30,,,
56,5836,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004354,670.4,3,,,
57,5835,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004355,670.4,28,,,
58,5834,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004356,670.4,2,,,
59,5833,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004357,670.4,30,,,
60,5832,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004358,670.4,743,,,
61,5831,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004359,670.4,74,,,
62,5830,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004360,670.4,25,,,
63,5829,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004361,670.4,126,,,
64,5828,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004362,670.4,20,,,
65,5827,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004363,670.4,1,,,
66,5826,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004364,670.4,5,,,
67,5825,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004365,670.4,2,,,
68,5824,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004366,670.4,88,,,
69,5823,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004367,670.4,38,,,
70,5822,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004368,670.4,128,,,
71,5821,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004369,670.4,25,,,
72,5820,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004370,670.4,169,,,
73,5819,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004371,670.4,14,,,
74,5818,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004372,670.4,2,,,
75,5817,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004373,670.4,2,,,
76,5816,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004374,670.4,6,,,
77,5815,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004375,670.4,8,,,
78,5814,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004376,670.4,1,,,
79,5813,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004377,670.4,2,,,
80,5812,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004378,670.4,22,,,
81,5811,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004379,670.4,7,,,
82,5810,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004380,670.4,3,,,
83,5809,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004381,670.4,9,,,
84,5808,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004382,670.4,10,,,
85,5807,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004383,670.4,8,,,
86,5806,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004384,670.4,2,,,
87,5805,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004385,670.4,7,,,
88,5804,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004386,670.4,3,,,
89,5803,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004387,670.4,1,,,
90,5802,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004388,670.4,5,,,
91,5801,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004389,670.4,2,,,
92,5800,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004390,670.4,1,,,
93,5799,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004391,670.4,3,,,
94,5798,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004392,670.4,15,,,
95,5797,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004393,670.4,1,,,
96,5796,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004394,670.4,1,,,
97,5795,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004395,670.4,5,,,
98,5794,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004396,670.4,4,,,
99,5793,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004397,670.4,1,,,
100,5792,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004398,670.4,11,,,
101,5791,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004399,670.4,29,,,
102,5790,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004400,670.4,2,,,
103,5789,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004401,670.4,6,,,
104,5788,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004402,670.4,5,,,
105,5787,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004403,670.4,1,,,
106,5786,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000004404,670.4,2,,,
107,5785,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004405,670.4,2,,,
108,5784,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004406,670.4,8,,,
109,5783,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004407,670.4,2,,,
110,5782,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004408,670.4,3,,,
111,5781,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004409,670.4,1,,,
112,5780,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004410,670.4,2,,,
113,5779,2021-03-24 09:00:00,2021-03-24T08:00:00.670000Z,SE0000310336,2021-03-24 09:00:00,2021-03-24T08:00:00.673000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000004411,670.4,10,,,
