,index,ExecutionTime,ExecutionTimeUTC,ISIN,PublicationTime,PublicationTimeUTC,CCY,Venueofexecution(MICCode),Venueofpublication(MICCode),Pricenotation,Transactiontobecleared,MMTFlags,TransactionIDCode,Price,Volume,Buyer,Seller,Tradetype
11,14198,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000025996,664.8,225,,,
12,14197,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000025997,664.8,7,,,
13,14196,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000025998,664.8,2,,,
14,14195,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000025999,664.8,4,,,
15,14194,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026000,664.8,2,,,
16,14193,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026001,664.8,124,,,
17,14192,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026002,664.8,2,,,
18,14191,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026003,664.8,24,,,
19,14190,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026004,664.8,13,,,
20,14189,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026005,664.8,66,,,
21,14188,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026006,664.8,33,,,
22,14187,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026007,664.8,2,,,
23,14186,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026008,664.8,2,,,
24,14185,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026009,664.8,50,,,
25,14184,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026010,664.8,52,,,
26,14183,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026011,664.8,12,,,
27,14182,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026012,664.8,18,,,
28,14181,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026013,664.8,445,,,
29,14180,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026014,664.8,48,,,
30,14179,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026015,664.8,84,,,
31,14178,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026016,664.8,65,,,
32,14177,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026017,664.8,110,,,
33,14176,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026018,664.8,1,,,
34,14175,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026019,664.8,1,,,
35,14174,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026020,664.8,3,,,
36,14173,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026021,664.8,127,,,
37,14172,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026022,664.8,3,,,
38,14171,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026023,664.8,28,,,
39,14170,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026024,664.8,2,,,
40,14169,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026025,664.8,2,,,
41,14168,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026026,664.8,95,,,
42,14167,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026027,664.8,12,,,
43,14166,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026028,664.8,1,,,
44,14165,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026029,664.8,7,,,
45,14164,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026030,664.8,100,,,
46,14163,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026031,664.8,1,,,
47,14162,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026032,664.8,18,,,
48,14161,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026033,664.8,135,,,
49,14160,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026034,664.8,16,,,
50,14159,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026035,664.8,4,,,
51,14158,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026036,664.8,188,,,
52,14157,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026037,664.8,75,,,
53,14156,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026038,664.8,56,,,
54,14155,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026039,664.8,270,,,
55,14154,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026040,664.8,10,,,
56,14153,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026041,664.8,1,,,
57,14152,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026042,664.8,50,,,
58,14151,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026043,664.8,10,,,
59,14150,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026044,664.8,25,,,
60,14149,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026045,664.8,28,,,
61,14148,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026046,664.8,15,,,
62,14147,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026047,664.8,33,,,
63,14146,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026048,664.8,5,,,
64,14145,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026049,664.8,34,,,
65,14144,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026050,664.8,34,,,
66,14143,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026051,664.8,2,,,
67,14142,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026052,664.8,14,,,
68,14141,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026053,664.8,6,,,
69,14140,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026054,664.8,2,,,
70,14139,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026055,664.8,1,,,
71,14138,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026056,664.8,33,,,
72,14137,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------P----,000026057,664.8,15,,,
73,14136,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026058,664.8,15,,,
74,14135,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026059,664.8,277,,,
75,14134,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026060,664.8,10,,,
76,14133,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026061,664.8,3,,,
77,14132,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026062,664.8,2,,,
78,14131,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026063,664.8,10,,,
79,14130,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026064,664.8,1,,,
80,14129,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026065,664.8,20,,,
81,14128,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026066,664.8,12,,,
82,14127,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026067,664.8,1,,,
83,14126,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026068,664.8,1,,,
84,14125,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026069,664.8,15,,,
85,14124,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026070,664.8,4,,,
86,14123,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026071,664.8,2,,,
87,14122,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026072,664.8,1,,,
88,14121,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026073,664.8,1,,,
89,14120,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026074,664.8,3,,,
90,14119,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026075,664.8,4,,,
91,14118,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026076,664.8,2,,,
92,14117,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026077,664.8,5,,,
93,14116,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026078,664.8,1,,,
94,14115,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026079,664.8,2,,,
95,14114,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026080,664.8,8,,,
96,14113,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026081,664.8,2,,,
97,14112,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026082,664.8,12,,,
98,14111,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026083,664.8,8,,,
99,14110,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026084,664.8,10,,,
100,14109,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026085,664.8,1,,,
101,14108,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026086,664.8,3,,,
102,14107,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026087,664.8,1,,,
103,14106,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026088,664.8,1,,,
104,14105,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026089,664.8,1,,,
105,14104,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026090,664.8,2,,,
106,14103,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026091,664.8,10,,,
107,14102,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026092,664.8,1,,,
108,14101,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026093,664.8,2,,,
109,14100,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026094,664.8,3,,,
110,14099,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026095,664.8,7,,,
111,14098,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026096,664.8,1,,,
112,14097,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026097,664.8,1,,,
113,14096,2021-03-25 09:00:04,2021-03-25T08:00:04.290000Z,SE0000310336,2021-03-25 09:00:04,2021-03-25T08:00:04.293000Z,SEK,XSTO,XSTO,MonetaryAmount,N,1O-------PH---,000026098,664.8,12,,,
